id_op,id_produto,quantidade_planejada,quantidade_produzida,data_inicio,status
OP004501,P0409,20,20,2026-04-04,Finalizada
OP004502,P0086,36,36,2024-09-07,Finalizada
OP004503,P0426,20,20,2024-04-30,Finalizada
OP004504,P0275,1,1,2025-09-23,Finalizada
OP004505,P0328,11,11,2024-02-12,Finalizada
OP004506,P0269,40,40,2025-11-13,Finalizada
OP004507,P0086,23,23,2025-09-11,Finalizada
OP004508,P0252,1,1,2025-12-16,Finalizada
OP004509,P0030,51,51,2025-12-17,Finalizada
OP004510,P0297,39,39,2024-05-24,Finalizada
OP004511,P0118,26,26,2025-12-02,Finalizada
OP004512,P0430,41,41,2024-05-01,Finalizada
OP004513,P0019,51,51,2025-10-21,Finalizada
OP004514,P0215,17,17,2026-02-16,Finalizada
OP004515,P0226,38,38,2026-04-21,Finalizada
OP004516,P0201,3,3,2026-05-21,Finalizada
OP004517,P0228,20,20,2025-06-02,Finalizada
OP004518,P0143,18,18,2025-01-13,Finalizada
OP004519,P0097,35,35,2025-01-06,Finalizada
OP004520,P0398,3,3,2024-09-24,Finalizada
OP004521,P0344,31,31,2024-08-13,Finalizada
OP004522,P0331,36,36,2024-08-28,Finalizada
OP004523,P0011,34,34,2025-04-02,Finalizada
OP004524,P0440,38,38,2026-01-26,Finalizada
OP004525,P0462,30,30,2024-03-04,Finalizada
OP004526,P0226,44,44,2026-02-23,Finalizada
OP004527,P0418,29,29,2025-05-30,Finalizada
OP004528,P0377,13,13,2025-02-17,Finalizada
OP004529,P0405,39,39,2025-08-12,Finalizada
OP004530,P0170,30,30,2025-07-30,Finalizada
OP004531,P0438,37,37,2024-02-27,Finalizada
OP004532,P0175,38,38,2024-07-09,Finalizada
OP004533,P0140,45,45,2026-04-20,Finalizada
OP004534,P0314,13,13,2024-11-22,Finalizada
OP004535,P0344,25,25,2026-03-20,Finalizada
OP004536,P0291,16,16,2024-05-07,Finalizada
OP004537,P0203,53,53,2025-09-10,Finalizada
OP004538,P0061,34,34,2025-06-02,Finalizada
OP004539,P0017,52,52,2025-06-24,Finalizada
OP004540,P0282,42,42,2025-01-23,Finalizada
OP004541,P0112,49,49,2025-09-19,Finalizada
OP004542,P0378,28,28,2026-01-14,Finalizada
OP004543,P0134,27,27,2024-10-15,Finalizada
OP004544,P0324,45,45,2025-02-17,Finalizada
OP004545,P0003,11,11,2025-03-31,Finalizada
OP004546,P0354,48,48,2025-05-15,Finalizada
OP004547,P0420,18,18,2025-02-05,Finalizada
OP004548,P0168,6,6,2026-01-06,Finalizada
OP004549,P0230,31,31,2024-12-17,Finalizada
OP004550,P0229,53,53,2026-04-08,Finalizada
OP004551,P0028,16,16,2025-03-26,Finalizada
OP004552,P0317,38,38,2024-08-04,Finalizada
OP004553,P0189,30,30,2025-04-17,Finalizada
OP004554,P0214,24,24,2024-04-18,Finalizada
OP004555,P0436,8,8,2024-01-01,Finalizada
OP004556,P0035,45,45,2024-05-10,Finalizada
OP004557,P0324,17,17,2025-07-24,Finalizada
OP004558,P0002,16,16,2025-08-24,Finalizada
OP004559,P0193,7,7,2025-01-28,Finalizada
OP004560,P0172,2,2,2024-11-12,Finalizada
OP004561,P0146,53,53,2025-07-01,Finalizada
OP004562,P0129,37,37,2025-07-02,Finalizada
OP004563,P0028,9,9,2025-05-05,Finalizada
OP004564,P0396,27,27,2025-02-11,Finalizada
OP004565,P0310,18,18,2025-07-23,Finalizada
OP004566,P0140,20,20,2025-08-20,Finalizada
OP004567,P0423,31,31,2024-07-26,Finalizada
OP004568,P0049,1,1,2025-09-02,Finalizada
OP004569,P0368,40,40,2026-04-28,Finalizada
OP004570,P0070,26,26,2025-03-13,Finalizada
OP004571,P0218,29,29,2026-03-13,Finalizada
OP004572,P0174,28,28,2025-09-25,Finalizada
OP004573,P0146,39,39,2026-01-22,Finalizada
OP004574,P0398,26,26,2026-02-27,Finalizada
OP004575,P0358,27,27,2024-01-29,Finalizada
OP004576,P0301,22,22,2024-12-13,Finalizada
OP004577,P0085,14,14,2026-04-29,Finalizada
OP004578,P0020,28,28,2025-08-27,Finalizada
OP004579,P0337,45,45,2026-01-06,Finalizada
OP004580,P0300,16,16,2024-10-30,Finalizada
OP004581,P0141,36,36,2025-12-08,Finalizada
OP004582,P0076,3,3,2025-11-07,Finalizada
OP004583,P0443,23,23,2025-04-25,Finalizada
OP004584,P0490,20,20,2026-01-30,Finalizada
OP004585,P0333,4,4,2025-11-25,Finalizada
OP004586,P0465,3,3,2024-10-02,Finalizada
OP004587,P0098,38,38,2024-03-26,Finalizada
OP004588,P0221,18,18,2024-05-09,Finalizada
OP004589,P0387,14,14,2026-04-14,Finalizada
OP004590,P0044,15,15,2026-01-26,Finalizada
OP004591,P0305,40,40,2024-12-11,Finalizada
OP004592,P0268,9,9,2024-01-22,Finalizada
OP004593,P0032,52,52,2024-09-16,Finalizada
OP004594,P0247,51,51,2024-03-01,Finalizada
OP004595,P0059,12,12,2025-10-04,Finalizada
OP004596,P0304,29,29,2025-08-23,Finalizada
OP004597,P0037,28,28,2026-02-23,Finalizada
OP004598,P0198,5,5,2026-04-03,Finalizada
OP004599,P0298,50,50,2026-03-14,Finalizada
OP004600,P0465,34,34,2025-07-02,Finalizada
OP004601,P0411,45,45,2024-02-05,Finalizada
OP004602,P0353,39,39,2026-04-02,Finalizada
OP004603,P0297,4,4,2024-10-04,Finalizada
OP004604,P0074,11,11,2024-05-02,Finalizada
OP004605,P0150,18,18,2025-05-01,Finalizada
OP004606,P0245,47,47,2026-03-31,Finalizada
OP004607,P0106,33,33,2024-07-07,Finalizada
OP004608,P0059,42,42,2024-09-27,Finalizada
OP004609,P0101,12,12,2024-08-21,Finalizada
OP004610,P0064,12,12,2026-04-21,Finalizada
OP004611,P0337,11,11,2026-03-24,Finalizada
OP004612,P0357,39,39,2024-01-23,Finalizada
OP004613,P0109,9,9,2024-01-08,Finalizada
OP004614,P0126,17,17,2025-01-17,Finalizada
OP004615,P0047,4,4,2026-04-06,Finalizada
OP004616,P0306,24,24,2024-07-02,Finalizada
OP004617,P0409,46,46,2025-03-11,Finalizada
OP004618,P0346,45,45,2026-04-14,Finalizada
OP004619,P0285,51,51,2024-01-04,Finalizada
OP004620,P0082,5,5,2024-11-14,Finalizada
OP004621,P0424,15,15,2024-05-29,Finalizada
OP004622,P0166,31,31,2025-10-17,Finalizada
OP004623,P0368,41,41,2025-07-01,Finalizada
OP004624,P0273,52,52,2025-02-19,Finalizada
OP004625,P0486,37,37,2026-01-21,Finalizada
OP004626,P0255,49,49,2026-02-05,Finalizada
OP004627,P0027,30,30,2026-04-20,Finalizada
OP004628,P0127,19,19,2026-01-14,Finalizada
OP004629,P0487,51,51,2024-09-03,Finalizada
OP004630,P0350,24,24,2024-10-20,Finalizada
OP004631,P0342,41,41,2025-01-09,Finalizada
OP004632,P0409,46,46,2025-08-06,Finalizada
OP004633,P0084,12,12,2025-09-07,Finalizada
OP004634,P0303,51,51,2025-05-03,Finalizada
OP004635,P0210,48,48,2025-11-19,Finalizada
OP004636,P0344,11,11,2026-03-02,Finalizada
OP004637,P0016,49,49,2024-09-16,Finalizada
OP004638,P0170,50,50,2025-04-18,Finalizada
OP004639,P0023,5,5,2025-09-09,Finalizada
OP004640,P0445,15,15,2024-01-22,Finalizada
OP004641,P0169,30,30,2026-01-23,Finalizada
OP004642,P0358,42,42,2026-05-09,Finalizada
OP004643,P0187,28,28,2024-03-24,Finalizada
OP004644,P0362,50,50,2025-05-22,Finalizada
OP004645,P0031,14,14,2025-12-11,Finalizada
OP004646,P0273,45,45,2024-11-11,Finalizada
OP004647,P0309,30,30,2025-06-06,Finalizada
OP004648,P0350,47,47,2025-11-18,Finalizada
OP004649,P0206,9,9,2025-06-06,Finalizada
OP004650,P0263,17,17,2024-07-29,Finalizada
OP004651,P0421,18,18,2024-02-06,Finalizada
OP004652,P0186,38,38,2025-10-20,Finalizada
OP004653,P0471,36,36,2025-11-11,Finalizada
OP004654,P0158,19,19,2025-12-26,Finalizada
OP004655,P0001,14,14,2024-10-15,Finalizada
OP004656,P0168,20,20,2024-04-10,Finalizada
OP004657,P0235,17,17,2024-08-02,Finalizada
OP004658,P0030,16,16,2025-03-11,Finalizada
OP004659,P0482,25,25,2025-01-14,Finalizada
OP004660,P0358,14,14,2025-09-09,Finalizada
OP004661,P0488,8,8,2025-07-08,Finalizada
OP004662,P0127,35,35,2026-03-19,Finalizada
OP004663,P0036,31,31,2026-03-25,Finalizada
OP004664,P0157,53,53,2024-04-03,Finalizada
OP004665,P0239,37,37,2026-03-02,Finalizada
OP004666,P0443,41,41,2024-10-07,Finalizada
OP004667,P0374,46,46,2026-03-11,Finalizada
OP004668,P0488,4,4,2025-09-08,Finalizada
OP004669,P0430,28,28,2024-11-22,Finalizada
OP004670,P0415,53,53,2026-03-03,Finalizada
OP004671,P0493,23,23,2024-09-19,Finalizada
OP004672,P0444,1,1,2024-09-17,Finalizada
OP004673,P0062,19,19,2025-11-11,Finalizada
OP004674,P0139,53,53,2025-02-13,Finalizada
OP004675,P0026,34,34,2025-06-02,Finalizada
OP004676,P0144,37,37,2025-09-19,Finalizada
OP004677,P0081,52,52,2025-03-26,Finalizada
OP004678,P0188,29,29,2024-12-04,Finalizada
OP004679,P0417,33,33,2024-07-10,Finalizada
OP004680,P0172,38,38,2024-11-28,Finalizada
OP004681,P0278,9,9,2025-04-30,Finalizada
OP004682,P0166,37,37,2025-05-28,Finalizada
OP004683,P0244,26,26,2024-03-05,Finalizada
OP004684,P0245,6,6,2026-04-14,Finalizada
OP004685,P0322,27,27,2025-10-02,Finalizada
OP004686,P0450,22,22,2024-10-15,Finalizada
OP004687,P0372,52,52,2025-03-18,Finalizada
OP004688,P0301,18,18,2024-11-01,Finalizada
OP004689,P0330,14,14,2026-01-07,Finalizada
OP004690,P0468,46,46,2024-01-09,Finalizada
OP004691,P0490,50,50,2024-03-06,Finalizada
OP004692,P0274,22,22,2025-08-07,Finalizada
OP004693,P0150,51,51,2026-05-11,Finalizada
OP004694,P0407,2,2,2026-04-14,Finalizada
OP004695,P0112,30,30,2024-04-22,Finalizada
OP004696,P0168,51,51,2025-02-11,Finalizada
OP004697,P0273,22,22,2024-11-14,Finalizada
OP004698,P0403,11,11,2025-11-24,Finalizada
OP004699,P0485,3,3,2025-06-09,Finalizada
OP004700,P0363,9,9,2024-06-11,Finalizada
OP004701,P0351,24,24,2026-02-09,Finalizada
OP004702,P0378,16,16,2024-12-12,Finalizada
OP004703,P0053,36,36,2024-09-03,Finalizada
OP004704,P0240,19,19,2025-03-11,Finalizada
OP004705,P0180,19,19,2026-01-09,Finalizada
OP004706,P0137,51,51,2025-03-27,Finalizada
OP004707,P0186,22,22,2024-05-08,Finalizada
OP004708,P0394,14,14,2025-12-25,Finalizada
OP004709,P0106,6,6,2025-10-14,Finalizada
OP004710,P0407,26,26,2025-09-04,Finalizada
OP004711,P0211,29,29,2024-11-20,Finalizada
OP004712,P0347,5,5,2025-02-27,Finalizada
OP004713,P0061,45,45,2025-03-07,Finalizada
OP004714,P0480,37,37,2025-12-01,Finalizada
OP004715,P0235,52,52,2024-05-17,Finalizada
OP004716,P0434,23,23,2026-05-19,Finalizada
OP004717,P0291,39,39,2024-02-24,Finalizada
OP004718,P0434,24,24,2026-04-28,Finalizada
OP004719,P0138,27,27,2025-01-17,Finalizada
OP004720,P0247,49,49,2024-03-20,Finalizada
OP004721,P0111,24,24,2025-04-23,Finalizada
OP004722,P0384,36,36,2025-06-25,Finalizada
OP004723,P0473,8,8,2026-03-19,Finalizada
OP004724,P0018,26,26,2025-02-20,Finalizada
OP004725,P0178,42,42,2024-07-08,Finalizada
OP004726,P0033,41,41,2026-04-06,Finalizada
OP004727,P0343,35,35,2026-02-19,Finalizada
OP004728,P0028,13,13,2025-05-21,Finalizada
OP004729,P0370,11,11,2024-12-30,Finalizada
OP004730,P0354,20,20,2024-01-05,Finalizada
OP004731,P0290,39,39,2024-02-08,Finalizada
OP004732,P0360,8,8,2025-03-11,Finalizada
OP004733,P0289,8,8,2025-05-16,Finalizada
OP004734,P0098,15,15,2025-10-31,Finalizada
OP004735,P0364,20,20,2026-04-07,Finalizada
OP004736,P0057,16,16,2025-08-22,Finalizada
OP004737,P0495,38,38,2024-03-29,Finalizada
OP004738,P0332,3,3,2024-07-22,Finalizada
OP004739,P0126,47,47,2025-08-07,Finalizada
OP004740,P0371,7,7,2024-07-22,Finalizada
OP004741,P0131,41,41,2025-11-12,Finalizada
OP004742,P0431,28,28,2024-07-03,Finalizada
OP004743,P0365,47,47,2026-01-30,Finalizada
OP004744,P0453,49,49,2025-07-17,Finalizada
OP004745,P0220,4,4,2025-01-02,Finalizada
OP004746,P0177,14,14,2024-04-21,Finalizada
OP004747,P0307,26,26,2026-04-21,Finalizada
OP004748,P0195,6,6,2025-12-08,Finalizada
OP004749,P0268,23,23,2025-01-30,Finalizada
OP004750,P0166,46,46,2024-04-24,Finalizada
OP004751,P0018,11,11,2025-11-13,Finalizada
OP004752,P0249,40,40,2025-06-17,Finalizada
OP004753,P0320,41,41,2025-09-17,Finalizada
OP004754,P0442,24,24,2025-12-05,Finalizada
OP004755,P0010,20,20,2026-03-05,Finalizada
OP004756,P0145,6,6,2025-12-18,Finalizada
OP004757,P0141,36,36,2024-01-31,Finalizada
OP004758,P0227,25,25,2025-06-30,Finalizada
OP004759,P0398,3,3,2024-12-02,Finalizada
OP004760,P0144,42,42,2024-11-09,Finalizada
OP004761,P0325,13,13,2026-03-04,Finalizada
OP004762,P0138,41,41,2025-03-21,Finalizada
OP004763,P0195,9,9,2026-04-14,Finalizada
OP004764,P0429,3,3,2025-12-13,Finalizada
OP004765,P0213,2,2,2025-04-29,Finalizada
OP004766,P0119,24,24,2025-08-14,Finalizada
OP004767,P0087,51,51,2024-01-02,Finalizada
OP004768,P0102,31,31,2025-10-01,Finalizada
OP004769,P0438,34,34,2024-06-19,Finalizada
OP004770,P0123,35,35,2025-02-13,Finalizada
OP004771,P0344,38,38,2024-05-28,Finalizada
OP004772,P0442,9,9,2024-10-02,Finalizada
OP004773,P0455,4,4,2025-12-26,Finalizada
OP004774,P0450,4,4,2024-05-02,Finalizada
OP004775,P0315,26,26,2025-01-16,Finalizada
OP004776,P0250,7,7,2024-08-29,Finalizada
OP004777,P0017,20,20,2024-09-27,Finalizada
OP004778,P0092,36,36,2025-08-07,Finalizada
OP004779,P0214,52,52,2026-05-05,Finalizada
OP004780,P0457,15,15,2024-08-19,Finalizada
OP004781,P0112,41,41,2024-10-23,Finalizada
OP004782,P0328,11,11,2025-06-16,Finalizada
OP004783,P0488,36,36,2025-01-31,Finalizada
OP004784,P0028,48,48,2024-02-01,Finalizada
OP004785,P0002,26,26,2025-02-07,Finalizada
OP004786,P0479,9,9,2025-06-24,Finalizada
OP004787,P0450,45,45,2025-09-09,Finalizada
OP004788,P0153,5,5,2024-06-10,Finalizada
OP004789,P0241,24,24,2025-05-12,Finalizada
OP004790,P0388,41,41,2026-04-21,Finalizada
OP004791,P0220,36,36,2024-03-01,Finalizada
OP004792,P0223,30,30,2025-03-25,Finalizada
OP004793,P0100,12,12,2026-05-08,Finalizada
OP004794,P0194,5,5,2024-09-03,Finalizada
OP004795,P0120,11,11,2025-10-01,Finalizada
OP004796,P0237,38,38,2025-04-02,Finalizada
OP004797,P0001,14,14,2024-01-16,Finalizada
OP004798,P0251,4,4,2026-02-10,Finalizada
OP004799,P0067,31,31,2026-04-06,Finalizada
OP004800,P0404,16,16,2025-05-05,Finalizada
OP004801,P0134,20,20,2024-03-26,Finalizada
OP004802,P0336,33,33,2025-06-25,Finalizada
OP004803,P0484,8,8,2026-04-03,Finalizada
OP004804,P0295,15,15,2025-04-06,Finalizada
OP004805,P0207,41,41,2025-06-19,Finalizada
OP004806,P0168,35,35,2024-10-03,Finalizada
OP004807,P0019,8,8,2024-04-15,Finalizada
OP004808,P0344,11,11,2026-04-14,Finalizada
OP004809,P0053,34,34,2026-04-23,Finalizada
OP004810,P0196,24,24,2024-09-30,Finalizada
OP004811,P0275,17,17,2025-07-19,Finalizada
OP004812,P0346,49,49,2026-01-02,Finalizada
OP004813,P0019,48,48,2025-09-10,Finalizada
OP004814,P0083,26,26,2024-01-31,Finalizada
OP004815,P0189,30,30,2026-01-02,Finalizada
OP004816,P0391,17,17,2026-03-22,Finalizada
OP004817,P0234,15,15,2025-09-09,Finalizada
OP004818,P0354,30,30,2026-03-30,Finalizada
OP004819,P0316,3,3,2025-09-01,Finalizada
OP004820,P0248,44,44,2024-04-19,Finalizada
OP004821,P0029,31,31,2024-09-23,Finalizada
OP004822,P0113,8,8,2024-08-28,Finalizada
OP004823,P0054,14,14,2026-03-09,Finalizada
OP004824,P0297,28,28,2026-04-20,Finalizada
OP004825,P0146,1,1,2024-04-09,Finalizada
OP004826,P0248,16,16,2026-04-15,Finalizada
OP004827,P0347,4,4,2024-10-03,Finalizada
OP004828,P0300,30,30,2024-10-28,Finalizada
OP004829,P0190,33,33,2025-05-19,Finalizada
OP004830,P0411,42,42,2026-04-22,Finalizada
OP004831,P0279,4,4,2024-07-27,Finalizada
OP004832,P0145,53,53,2025-02-12,Finalizada
OP004833,P0419,4,4,2026-03-02,Finalizada
OP004834,P0279,12,12,2025-04-22,Finalizada
OP004835,P0001,27,27,2024-10-26,Finalizada
OP004836,P0012,3,3,2026-04-20,Finalizada
OP004837,P0334,49,49,2026-01-26,Finalizada
OP004838,P0097,44,44,2024-10-09,Finalizada
OP004839,P0087,25,25,2025-09-02,Finalizada
OP004840,P0055,31,31,2026-05-15,Finalizada
OP004841,P0094,26,26,2025-07-24,Finalizada
OP004842,P0065,22,22,2025-12-10,Finalizada
OP004843,P0331,48,48,2024-11-03,Finalizada
OP004844,P0058,19,19,2025-05-19,Finalizada
OP004845,P0065,2,2,2025-02-26,Finalizada
OP004846,P0046,12,12,2024-02-05,Finalizada
OP004847,P0470,39,39,2025-08-09,Finalizada
OP004848,P0062,48,48,2026-02-04,Finalizada
OP004849,P0008,49,49,2026-05-04,Finalizada
OP004850,P0254,27,27,2025-04-28,Finalizada
OP004851,P0022,13,13,2025-10-15,Finalizada
OP004852,P0033,34,34,2024-09-09,Finalizada
OP004853,P0314,37,37,2025-02-05,Finalizada
OP004854,P0247,49,49,2024-11-21,Finalizada
OP004855,P0331,30,30,2024-09-27,Finalizada
OP004856,P0316,5,5,2025-11-29,Finalizada
OP004857,P0432,27,27,2024-12-11,Finalizada
OP004858,P0149,8,8,2025-10-22,Finalizada
OP004859,P0425,47,47,2025-05-28,Finalizada
OP004860,P0120,9,9,2025-06-19,Finalizada
OP004861,P0314,16,16,2025-03-12,Finalizada
OP004862,P0037,37,37,2025-11-04,Finalizada
OP004863,P0386,30,30,2025-08-15,Finalizada
OP004864,P0157,47,47,2025-12-09,Finalizada
OP004865,P0368,45,45,2024-07-23,Finalizada
OP004866,P0282,34,34,2025-12-04,Finalizada
OP004867,P0143,48,48,2026-05-08,Finalizada
OP004868,P0077,45,45,2024-11-12,Finalizada
OP004869,P0417,18,18,2026-04-30,Finalizada
OP004870,P0474,17,17,2026-02-04,Finalizada
OP004871,P0172,41,41,2025-11-05,Finalizada
OP004872,P0244,35,35,2026-01-22,Finalizada
OP004873,P0057,28,28,2024-01-11,Finalizada
OP004874,P0006,1,1,2025-04-04,Finalizada
OP004875,P0115,34,34,2024-10-17,Finalizada
OP004876,P0302,29,29,2025-11-19,Finalizada
OP004877,P0155,30,30,2026-01-26,Finalizada
OP004878,P0194,8,8,2026-03-03,Finalizada
OP004879,P0036,2,2,2026-01-30,Finalizada
OP004880,P0405,41,41,2024-02-23,Finalizada
OP004881,P0424,31,31,2025-08-14,Finalizada
OP004882,P0289,27,27,2026-03-25,Finalizada
OP004883,P0187,30,30,2026-02-14,Finalizada
OP004884,P0271,2,2,2024-03-04,Finalizada
OP004885,P0388,9,9,2025-09-23,Finalizada
OP004886,P0178,12,12,2026-03-17,Finalizada
OP004887,P0469,53,53,2025-06-03,Finalizada
OP004888,P0375,39,39,2024-09-27,Finalizada
OP004889,P0496,20,20,2024-10-06,Finalizada
OP004890,P0083,34,34,2025-11-14,Finalizada
OP004891,P0164,19,19,2025-06-09,Finalizada
OP004892,P0177,22,22,2025-01-02,Finalizada
OP004893,P0100,2,2,2026-01-08,Finalizada
OP004894,P0433,3,3,2024-04-15,Finalizada
OP004895,P0144,20,20,2025-07-28,Finalizada
OP004896,P0384,24,24,2024-01-10,Finalizada
OP004897,P0019,27,27,2025-09-05,Finalizada
OP004898,P0206,33,33,2025-06-04,Finalizada
OP004899,P0048,52,52,2024-04-02,Finalizada
OP004900,P0270,29,29,2024-11-22,Finalizada
OP004901,P0035,17,17,2025-06-19,Finalizada
OP004902,P0455,13,13,2026-05-20,Finalizada
OP004903,P0456,26,26,2024-02-04,Finalizada
OP004904,P0372,47,47,2025-06-09,Finalizada
OP004905,P0273,36,36,2025-08-27,Finalizada
OP004906,P0022,41,41,2026-03-10,Finalizada
OP004907,P0246,26,26,2026-01-23,Finalizada
OP004908,P0107,41,41,2025-12-08,Finalizada
OP004909,P0442,23,23,2024-05-07,Finalizada
OP004910,P0412,51,51,2024-12-24,Finalizada
OP004911,P0163,18,18,2025-03-26,Finalizada
OP004912,P0270,39,39,2026-05-08,Finalizada
OP004913,P0447,8,8,2024-05-07,Finalizada
OP004914,P0414,26,26,2025-11-10,Finalizada
OP004915,P0142,37,37,2026-02-02,Finalizada
OP004916,P0083,3,3,2025-01-15,Finalizada
OP004917,P0491,25,25,2025-08-10,Finalizada
OP004918,P0026,35,35,2026-04-24,Finalizada
OP004919,P0261,51,51,2025-09-23,Finalizada
OP004920,P0363,26,26,2024-08-21,Finalizada
OP004921,P0102,6,6,2025-09-15,Finalizada
OP004922,P0095,36,36,2024-03-20,Finalizada
OP004923,P0060,45,45,2025-11-07,Finalizada
OP004924,P0211,52,52,2026-01-20,Finalizada
OP004925,P0434,30,30,2025-03-10,Finalizada
OP004926,P0410,12,12,2025-01-31,Finalizada
OP004927,P0380,12,12,2025-06-17,Finalizada
OP004928,P0118,52,52,2025-09-05,Finalizada
OP004929,P0052,13,13,2025-01-29,Finalizada
OP004930,P0394,42,42,2025-12-03,Finalizada
OP004931,P0314,3,3,2025-09-18,Finalizada
OP004932,P0182,13,13,2025-05-14,Finalizada
OP004933,P0305,26,26,2025-11-16,Finalizada
OP004934,P0485,29,29,2026-01-11,Finalizada
OP004935,P0388,40,40,2024-03-13,Finalizada
OP004936,P0169,13,13,2024-11-01,Finalizada
OP004937,P0275,37,37,2025-01-01,Finalizada
OP004938,P0088,19,19,2026-01-17,Finalizada
OP004939,P0044,39,39,2026-03-16,Finalizada
OP004940,P0098,31,31,2025-10-17,Finalizada
OP004941,P0493,30,30,2026-02-26,Finalizada
OP004942,P0277,18,18,2025-12-02,Finalizada
OP004943,P0020,29,29,2026-02-24,Finalizada
OP004944,P0265,3,3,2025-03-18,Finalizada
OP004945,P0323,53,53,2024-03-06,Finalizada
OP004946,P0342,31,31,2026-02-26,Finalizada
OP004947,P0341,53,53,2024-01-11,Finalizada
OP004948,P0434,14,14,2025-04-24,Finalizada
OP004949,P0209,53,53,2025-03-27,Finalizada
OP004950,P0398,9,9,2026-02-11,Finalizada
OP004951,P0491,16,16,2024-03-13,Finalizada
OP004952,P0404,18,18,2024-11-29,Finalizada
OP004953,P0149,8,8,2024-10-01,Finalizada
OP004954,P0359,2,2,2026-03-17,Finalizada
OP004955,P0170,11,11,2025-04-16,Finalizada
OP004956,P0424,11,11,2026-01-16,Finalizada
OP004957,P0300,46,46,2024-10-14,Finalizada
OP004958,P0198,19,19,2026-04-02,Finalizada
OP004959,P0027,16,16,2024-05-01,Finalizada
OP004960,P0049,30,30,2025-07-22,Finalizada
OP004961,P0100,36,36,2025-06-05,Finalizada
OP004962,P0353,25,25,2025-08-11,Finalizada
OP004963,P0035,36,36,2025-02-14,Finalizada
OP004964,P0149,1,1,2025-07-24,Finalizada
OP004965,P0022,28,28,2025-04-07,Finalizada
OP004966,P0226,16,16,2024-12-10,Finalizada
OP004967,P0206,4,4,2025-09-22,Finalizada
OP004968,P0358,3,3,2026-03-18,Finalizada
OP004969,P0038,8,8,2024-10-07,Finalizada
OP004970,P0343,48,48,2024-06-03,Finalizada
OP004971,P0082,47,47,2025-11-15,Finalizada
OP004972,P0202,46,46,2025-07-02,Finalizada
OP004973,P0252,23,23,2024-01-01,Finalizada
OP004974,P0476,11,11,2024-04-15,Finalizada
OP004975,P0122,52,52,2025-07-18,Finalizada
OP004976,P0166,38,38,2024-09-29,Finalizada
OP004977,P0489,30,30,2024-01-12,Finalizada
OP004978,P0236,17,17,2025-10-10,Finalizada
OP004979,P0117,27,27,2024-05-17,Finalizada
OP004980,P0418,7,7,2025-09-04,Finalizada
OP004981,P0149,11,11,2025-10-09,Finalizada
OP004982,P0059,18,18,2025-01-23,Finalizada
OP004983,P0287,16,16,2024-11-05,Finalizada
OP004984,P0104,8,8,2024-02-02,Finalizada
OP004985,P0067,53,53,2025-08-15,Finalizada
OP004986,P0422,16,16,2024-01-01,Finalizada
OP004987,P0409,52,52,2024-03-20,Finalizada
OP004988,P0382,6,6,2026-01-20,Finalizada
OP004989,P0489,44,44,2025-07-30,Finalizada
OP004990,P0014,51,51,2025-03-27,Finalizada
OP004991,P0103,1,1,2025-11-04,Finalizada
OP004992,P0288,20,20,2024-08-26,Finalizada
OP004993,P0014,13,13,2025-11-28,Finalizada
OP004994,P0458,52,52,2025-04-15,Finalizada
OP004995,P0108,4,4,2025-12-10,Finalizada
OP004996,P0408,13,13,2025-03-26,Finalizada
OP004997,P0383,8,8,2024-07-11,Finalizada
OP004998,P0451,16,16,2026-03-09,Finalizada
OP004999,P0045,53,53,2026-04-29,Finalizada
OP005000,P0099,16,16,2024-06-04,Finalizada
OP005001,P0486,41,41,2025-08-14,Finalizada
OP005002,P0306,44,44,2026-01-12,Finalizada
OP005003,P0365,53,53,2025-08-04,Finalizada
OP005004,P0375,19,19,2026-01-27,Finalizada
OP005005,P0422,45,45,2026-04-15,Finalizada
OP005006,P0021,14,14,2025-10-30,Finalizada
OP005007,P0156,36,36,2026-05-11,Finalizada
OP005008,P0073,45,45,2025-07-25,Finalizada
OP005009,P0089,20,20,2024-04-03,Finalizada
OP005010,P0445,24,24,2025-11-28,Finalizada
OP005011,P0030,40,40,2025-09-05,Finalizada
OP005012,P0129,14,14,2026-01-08,Finalizada
OP005013,P0496,5,5,2024-04-23,Finalizada
OP005014,P0214,52,52,2025-07-08,Finalizada
OP005015,P0150,5,5,2025-03-25,Finalizada
OP005016,P0022,42,42,2024-01-04,Finalizada
OP005017,P0405,34,34,2026-05-06,Finalizada
OP005018,P0500,17,17,2025-01-02,Finalizada
OP005019,P0219,17,17,2025-11-03,Finalizada
